countryA,labelA,isoA,geonameA,place,countryB,labelB,isoB,geonameB
http://www.wikidata.org/entity/Q408,Australia,AU,2077456,,http://www.wikidata.org/entity/Q664,New Zealand,NZ,2186224
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q30,United States,US,6252001,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q398,Bahrain,BH,290291,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q45,Portugal,PT,2264397,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q837,Nepal,NP,1282988,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q836,Myanmar,MM,1327865,,http://www.wikidata.org/entity/Q668,India,IN,1269750
http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387,,http://www.wikidata.org/entity/Q668294,Kamerun,,
http://www.wikidata.org/entity/Q668,India,IN,1269750,,http://www.wikidata.org/entity/Q6744020,Mallabhum,,
http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,,,http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,
http://www.wikidata.org/entity/Q199688,Almohad Caliphate,,,,http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,
http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,,,http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,
http://www.wikidata.org/entity/Q171740,Caliphate of Córdoba,,,,http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,
http://www.wikidata.org/entity/Q75613,Almoravid dynasty,,,,http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q684030,Principality of Serbia,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q684501,Duchy of Głogów,,
http://www.wikidata.org/entity/Q184,Belarus,BY,630336,,http://www.wikidata.org/entity/Q68678,Socialist Soviet Republic of Byelorussia,,
http://www.wikidata.org/entity/Q211,Latvia,LV,458258,,http://www.wikidata.org/entity/Q68678,Socialist Soviet Republic of Byelorussia,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q686965,Anhalt-Bernburg,,
http://www.wikidata.org/entity/Q213,Czech Republic,CZ,3077311,,http://www.wikidata.org/entity/Q686971,Lands of the Bohemian Crown,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q686971,Lands of the Bohemian Crown,,
http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007,,http://www.wikidata.org/entity/Q689837,Spanish Sahara,,
http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,,,http://www.wikidata.org/entity/Q690821,Republic of Baden,,
http://www.wikidata.org/entity/Q186320,Grand Duchy of Baden,,,,http://www.wikidata.org/entity/Q690821,Republic of Baden,,
http://www.wikidata.org/entity/Q1206012,German Reich,,,,http://www.wikidata.org/entity/Q690821,Republic of Baden,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q690821,Republic of Baden,,
http://www.wikidata.org/entity/Q265,Uzbekistan,UZ,1512440,,http://www.wikidata.org/entity/Q696241,Khanate of Kokand,,
http://www.wikidata.org/entity/Q232,Kazakhstan,KZ,1522867,,http://www.wikidata.org/entity/Q696241,Khanate of Kokand,,
http://www.wikidata.org/entity/Q813,Kyrgyzstan,KG,1527747,,http://www.wikidata.org/entity/Q696241,Khanate of Kokand,,
http://www.wikidata.org/entity/Q863,Tajikistan,TJ,1220409,,http://www.wikidata.org/entity/Q696241,Khanate of Kokand,,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q696242,Wang Jingwei regime,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q696640,Duchy of Pomerania,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q696651,Saxe-Eisenach,,
http://www.wikidata.org/entity/Q184,Belarus,BY,630336,,http://www.wikidata.org/entity/Q696908,Kingdom of Poland,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q696908,Kingdom of Poland,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q697084,Duchy of Oldenburg,,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q697837,Mengjiang,,
http://www.wikidata.org/entity/Q142,France,FR,3017382,,http://www.wikidata.org/entity/Q69808,Vichy France,,
http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007,,http://www.wikidata.org/entity/Q69808,Vichy France,,
http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007,,http://www.wikidata.org/entity/Q69829,French Fourth Republic,,
http://www.wikidata.org/entity/Q881,Vietnam,VN,1562822,,http://www.wikidata.org/entity/Q701337,Empire of Vietnam,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q701914,Territory of the Military Commander in Serbia,,
